No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
15	,	O	O	-	0	679	759	2373	2396
16	mit	O	O	-	0	772	805	2373	2392
17	dem	O	O	-	0	819	857	2373	2393
18	Vertreter	O	O	-	0	870	962	2373	2393
19	des	O	O	-	0	975	1007	2373	2392
20	Deutſchen	O	O	-	0	1015	1113	2372	2396
21	Reiches	O	O	-	0	1127	1199	2373	2394
22	in	O	O	-	0	631	651	2398	2417
23	nähere	O	O	-	0	672	737	2398	2421
24	perſönliche	O	O	-	0	756	861	2398	2421
25	Fühlung	O	O	-	0	882	969	2398	2421
26	zu	O	O	-	0	991	1012	2403	2421
27	kommen	O	O	-	0	1033	1116	2398	2421
28	,	O	O	-	0	1033	1116	2398	2421
29	früher	O	O	-	0	1139	1199	2398	2421
30	noch	O	O	-	0	631	673	2423	2445
31	nicht	O	O	-	0	694	739	2423	2446
32	ſo	O	O	-	0	761	779	2423	2446
33	ſtark	O	O	-	0	800	845	2423	2446
34	äußerten	O	O	-	0	865	956	2423	2446
35	,	O	O	-	0	865	956	2423	2446
36	ſondern	O	O	-	0	978	1055	2422	2446
37	ſich	O	O	-	0	1074	1104	2422	2446
38	mehr	O	O	-	0	1119	1168	2422	2445
39	in	O	O	-	0	1181	1199	2423	2443
40	einer	O	O	-	0	631	679	2448	2468
41	zurückhaltenden	O	O	-	0	693	848	2448	2471
42	oder	O	O	-	0	869	910	2448	2468
43	gar	O	O	-	0	930	964	2453	2471
44	ablehnenden	O	O	-	0	979	1101	2447	2471
45	Haltung	O	O	-	0	1115	1198	2447	2471
46	gefielen	O	O	-	0	631	711	2473	2496
47	.	O	O	-	0	631	711	2473	2496
0		O	O	-	0	737	765	2473	2493
1	Es	O	O	-	0	737	765	2473	2493
2	war	O	O	-	0	784	823	2478	2494
3	daher	O	O	-	0	843	898	2473	2496
4	früher	O	O	-	0	914	975	2473	2496
5	auch	O	O	-	0	989	1030	2473	2496
6	kein	O	O	-	0	1045	1081	2473	2492
7	Anlaß	O	O	-	0	1095	1163	2473	2496
8	,	O	O	-	0	1095	1163	2473	2496
9	ſie	O	O	-	0	1177	1198	2473	2496
10	mit	O	O	-	0	630	662	2499	2518
11	einer	O	O	-	0	676	723	2499	2518
12	Mauer	O	O	-	0	736	804	2499	2518
13	abzuſchließen	O	O	-	0	818	953	2498	2521
14	,	O	O	-	0	818	953	2498	2521
15	da	O	O	-	0	968	991	2499	2517
16	ſie	O	O	-	0	1004	1026	2497	2521
17	ſelbſt	O	O	-	0	1040	1087	2497	2521
18	nicht	O	O	-	0	1102	1146	2498	2521
19	aus	O	O	-	0	1162	1198	2500	2518
20	dem	O	O	-	0	630	669	2523	2543
21	Hauſe	O	O	-	0	682	741	2523	2545
22	herausgingen	O	O	-	0	761	902	2523	2546
23	.	O	O	-	0	761	902	2523	2546
0		O	O	-	0	932	992	2524	2543
1	Wenn	O	O	-	0	932	992	2524	2543
2	die	O	O	-	0	1014	1041	2523	2543
3	Elſäſſer	O	O	-	0	1063	1140	2522	2546
4	jetzt	O	O	-	0	1162	1198	2523	2546
5	den	O	O	-	0	629	663	2548	2568
6	Wunſch	O	O	-	0	676	751	2548	2571
7	haben	O	O	-	0	765	822	2548	2571
8	ſollten	O	O	-	0	840	907	2546	2571
9	,	O	O	-	0	840	907	2546	2571
10	dies	O	O	-	0	930	970	2548	2568
11	zu	O	O	-	0	989	1011	2553	2571
12	ändern	O	O	-	0	1031	1104	2548	2571
13	,	O	O	-	0	1031	1104	2548	2571
14	worauf	O	O	-	0	1126	1198	2548	2571
15	jene	O	O	-	0	628	667	2573	2601
16	Preßäußerungen	O	O	-	0	681	840	2573	2597
17	ſchließen	O	O	-	0	842	944	2573	2597
18	laſſen	O	O	-	0	959	1019	2572	2597
19	,	O	O	-	0	959	1019	2572	2597
20	ſo	O	O	-	0	1033	1052	2573	2597
21	kann	O	O	-	0	1065	1111	2573	2592
22	das	O	O	-	0	1121	1157	2573	2592
23	als	O	O	-	0	1167	1197	2575	2592
24	ein	O	O	-	0	629	657	2604	2618
25	weiteres	O	O	-	0	679	760	2599	2618
26	erfreuliches	O	O	-	0	782	896	2598	2621
27	Ergebnis	O	O	-	0	921	1013	2598	2621
28	der	O	O	-	0	1041	1072	2598	2618
29	Kaiſerreiſe	O	O	-	0	1092	1197	2597	2621
30	betrachtet	O	O	-	0	627	719	2623	2644
31	werden	O	O	-	0	735	809	2624	2644
32	.	O	O	-	0	735	809	2624	2644
0		O	O	-	0	653	674	2684	2688
1	—	O	O	-	0	653	674	2684	2688
0		O	O		0	688	728	2674	2694
1	Der	O	O	-	0	688	728	2674	2694
2	mehrfach	O	O	-	0	747	833	2673	2697
3	erwähnte	O	O	-	0	853	945	2673	2696
4	Artikel	O	O	-	0	958	1026	2672	2693
5	der	O	O	-	0	1039	1071	2672	2692
6	„	O	O	-	0	1085	1195	2672	2697
7	Lippiſchen	B-ORG	O	Q1630942	0	1085	1195	2672	2697
8	Landeszeitung	I-ORG	O	Q1630942	0	626	784	2699	2723
9	“	O	O	-	0	626	784	2699	2723
10	„	O	O	-	0	798	856	2699	2723
11	Der	O	O	-	0	798	856	2699	2723
12	Kaiſer	O	O	-	0	872	953	2699	2722
13	und	O	O	-	0	974	1019	2698	2718
14	das	O	O	-	0	1035	1061	2697	2717
15	lippiſche	O	O	-	0	1066	1195	2699	2720
16	Fürſtenhaus	O	O	-	0	626	793	2723	2747
17	“	O	O	-	0	626	793	2723	2747
18	hat	O	O	-	0	816	847	2724	2747
19	in	O	O	-	0	868	886	2725	2744
20	der	O	O	-	0	903	934	2724	2744
21	Bevölkerung	O	O	-	0	947	1074	2723	2746
22	des	O	O	-	0	1088	1121	2723	2743
23	Kleinſtaates	O	O	-	0	1134	1196	2724	2743
24	großes	O	O	-	0	715	781	2749	2772
25	Aufſehen	O	O	-	0	802	891	2748	2772
26	hervorgerufen	O	O	-	0	919	1066	2748	2772
27	.	O	O	-	0	919	1066	2748	2772
0		O	O	-	0	1101	1131	2748	2770
1	Jn	O	O	-	0	1101	1131	2748	2770
2	dem	O	O	-	0	1157	1194	2749	2767
3	lippiſchen	O	O	-	0	625	716	2774	2797
4	Blatt	O	O	-	0	737	791	2774	2794
5	wird	O	O	-	0	813	859	2774	2794
6	einer	O	O	-	0	881	929	2774	2793
7	Reihe	O	O	-	0	947	1003	2774	2797
8	von	O	O	-	0	1022	1059	2776	2793
9	angeblichen	O	O	-	0	1082	1194	2774	2796
10	Unfreundlichkeiten	O	O	-	0	624	804	2799	2821
11	des	O	O	-	0	818	851	2800	2819
12	Kaiſers	O	O	-	0	864	938	2798	2821
13	Erwähnung	O	O	-	0	952	1073	2798	2821
14	getan	O	O	-	0	1088	1148	2802	2821
15	,	O	O	-	0	1088	1148	2802	2821
16	die	O	O	-	0	1169	1194	2799	2817
17	ſich	O	O	-	0	623	653	2824	2846
18	auch	O	O	-	0	667	708	2824	2846
19	noch	O	O	-	0	721	763	2825	2846
20	nach	O	O	-	0	777	819	2825	2846
21	der	O	O	-	0	833	863	2825	2844
22	Beendigung	O	O	-	0	876	998	2824	2846
23	des	O	O	-	0	1011	1045	2824	2843
24	Thronſtreites	O	O	-	0	1058	1194	2822	2846
25	gegen	O	O	-	0	623	679	2855	2872
26	die	O	O	-	0	700	728	2850	2869
27	Bieſterfelder	O	O	-	0	749	875	2849	2872
28	richteten	O	O	-	0	895	978	2850	2870
29	und	O	O	-	0	1000	1038	2849	2868
30	die	O	O	-	0	1060	1088	2848	2867
31	beweiſen	O	O	-	0	1109	1193	2848	2867
32	follen	O	O	-	0	623	683	2874	2897
33	,	O	O	-	0	623	683	2874	2897
34	daß	O	O	-	0	697	732	2874	2897
35	der	O	O	-	0	746	777	2874	2894
36	Kaiſer	O	O	-	0	783	845	2874	2897
37	die	O	O	-	0	858	885	2874	2894
38	Mißſtimmung	O	O	-	0	895	1035	2874	2897
39	über	O	O	-	0	1050	1093	2873	2893
40	den	O	O	-	0	1103	1136	2873	2893
41	Sieg	O	O	-	0	1146	1193	2872	2897
42	der	O	O	-	0	622	653	2900	2919
43	Bieſterfelder	O	O	-	0	666	790	2890	2922
44	in	O	O	-	0	812	831	2900	2919
45	dem	O	O	-	0	853	895	2899	2919
46	langen	O	O	-	0	909	976	2899	2922
47	Streit	O	O	-	0	990	1053	2898	2919
48	nicht	O	O	-	0	1075	1120	2898	2919
49	überwunden	O	O	-	0	1141	1192	2898	2917
50	hat	O	O	-	0	712	743	2926	2947
51	und	O	O	-	0	760	796	2924	2944
52	daß	O	O	-	0	810	833	2925	2944
53	er	O	O	-	0	836	868	2924	2947
54	ſich	O	O	-	0	870	921	2924	2947
55	in	O	O	-	0	935	954	2924	2944
56	ſeiner	O	O	-	0	968	1024	2923	2947
57	Haltung	O	O	-	0	1037	1122	2923	2947
58	Lippe	B-PER	O	-	0	1136	1192	2922	2945
59	gegenüber	O	O	-	0	620	721	2950	2972
60	von	O	O	-	0	740	776	2954	2969
61	dieſen	O	O	-	0	795	853	2949	2972
62	Stimmungen	O	O	-	0	867	986	2949	2972
63	ſtark	O	O	-	0	988	1055	2948	2972
64	leiten	O	O	-	0	1057	1132	2948	2968
65	läßt	O	O	-	0	1147	1192	2948	2970
66	.	O	O	-	0	1147	1192	2948	2970
0		O	O	-	0	619	749	2975	2998
1	Jnſonderheit	O	O	-	0	619	749	2975	2998
2	wird	O	O	-	0	763	808	2974	2994
3	eines	O	O	-	0	821	872	2975	2994
4	Vorfalles	O	O	-	0	885	982	2974	2996
5	Erwähnung	O	O	-	0	995	1103	2973	2997
6	getan	O	O	-	0	1106	1190	2975	2997
7	,	O	O	-	0	1106	1190	2975	2997
8	der	O	O	-	0	618	650	3000	3019
9	den	O	O	-	0	664	697	3001	3019
10	älteſten	O	O	-	0	711	784	2999	3021
11	Bruder	O	O	-	0	797	871	2999	3019
12	des	O	O	-	0	884	916	3000	3019
13	Fürſten	O	O	-	0	930	1007	2998	3022
14	betrifft	O	O	-	0	1021	1094	2998	3022
15	,	O	O	-	0	1021	1094	2998	3022
16	der	O	O	-	0	1113	1144	2998	3017
17	ſich	O	O	-	0	1161	1190	2998	3021
18	als	O	O	-	0	618	650	3026	3045
19	Rittmeiſter	O	O	-	0	663	773	3025	3046
20	in	O	O	-	0	787	805	3024	3044
21	dem	O	O	-	0	819	857	3024	3043
22	Kaſſeler	O	O	-	0	870	949	3024	3047
23	Huſaren⸗Regiment	O	O	-	0	962	1152	3024	3047
24	an	O	O	-	0	1166	1191	3028	3042
25	den	O	O	-	0	618	652	3052	3070
26	großen	O	O	-	0	666	734	3050	3073
27	Kavallerieübungen	O	O	-	0	746	937	3049	3072
28	in	O	O	-	0	951	970	3049	3068
29	der	O	O	-	0	978	1008	3049	3068
30	Senne	O	O	-	0	1018	1073	3048	3068
31	beteiligte	O	O	-	0	1075	1190	3047	3071
32	.	O	O	-	0	1075	1190	3047	3071
0		O	O	-	0	618	681	3075	3097
1	Dieſer	O	O	-	0	618	681	3075	3097
2	Prinz	O	O	-	0	707	764	3075	3097
3	hat	O	O	-	0	790	822	3074	3097
4	ſein	O	O	-	0	844	879	3074	3097
5	Abſchiedsgeſuch	O	O	-	0	901	1056	3073	3097
6	eingereicht	O	O	-	0	1080	1188	3073	3097
7	,	O	O	-	0	1080	1188	3073	3097
8	deſſen	O	O	-	0	616	674	3099	3122
9	Erledigung	O	O	-	0	688	807	3100	3122
10	,	O	O	-	0	688	807	3100	3122
11	obſchon	O	O	-	0	821	894	3098	3121
12	ſechs	O	O	-	0	907	954	3098	3122
13	Wochen	O	O	-	0	968	1045	3098	3121
14	ins	O	O	-	0	1059	1091	3098	3118
15	Land	O	O	-	0	1099	1152	3098	3119
16	gezogen	O	O	-	0	1160	1190	3103	3121
17	ſind	O	O	-	0	685	729	3125	3148
18	,	O	O	-	0	685	729	3125	3148
19	noch	O	O	-	0	743	785	3124	3147
20	ausſteht	O	O	-	0	799	886	3124	3147
21	.	O	O	-	0	799	886	3124	3147
0		O	O	-	0	912	949	3124	3143
1	Als	O	O	-	0	912	949	3124	3143
2	die	O	O	-	0	963	991	3124	3143
3	verſchiedenen	O	O	-	0	1007	1139	3122	3146
4	Regimenter	O	O	-	0	1153	1190	3122	3143
5	vor	O	O	-	0	716	750	3154	3169
6	dem	O	O	-	0	757	795	3150	3168
7	Kaiſer	O	O	-	0	802	865	3148	3172
8	vorbeidefilierten	O	O	-	0	872	1036	3148	3172
9	und	O	O	-	0	1043	1080	3148	3168
10	der	O	O	-	0	1089	1120	3149	3168
11	Kaiſer	O	O	-	0	1126	1189	3147	3170
12	nach	O	O	-	0	616	658	3176	3198
13	militäriſchem	O	O	-	0	672	802	3175	3198
14	Brauch	O	O	-	0	816	888	3173	3197
15	jeden	O	O	-	0	900	953	3173	3198
16	Führer	O	O	-	0	965	1038	3173	3198
17	begrüßte	O	O	-	0	1049	1142	3173	3198
18	,	O	O	-	0	1049	1142	3173	3198
19	ſoll	O	O	-	0	1156	1189	3173	3196
20	er	O	O	-	0	1224	1243	422	436
21	ſich	O	O	-	0	1264	1295	416	440
22	bei	O	O	-	0	1317	1345	416	437
23	dem	O	O	-	0	1366	1407	417	437
24	Nahen	O	O	-	0	1419	1486	417	440
25	des	O	O	-	0	1505	1539	417	437
26	lippiſchen	O	O	-	0	1561	1654	416	440
27	Prinzen	O	O	-	0	1674	1756	415	439
28	zu	O	O	-	0	1778	1798	420	438
29	einem	O	O	-	0	1225	1283	443	461
30	Adjutanten	O	O	-	0	1297	1412	441	464
31	gewandt	O	O	-	0	1425	1511	443	466
32	und	O	O	-	0	1525	1562	443	463
33	den	O	O	-	0	1576	1603	443	461
34	Prinzen	O	O	-	0	1605	1701	441	466
35	alſo	O	O	-	0	1714	1752	441	463
36	mit	O	O	-	0	1767	1798	441	460
37	allen	O	O	-	0	1225	1275	467	487
38	Zeichen	O	O	-	0	1294	1368	467	491
39	der	O	O	-	0	1390	1421	468	487
40	Ungnade	O	O	-	0	1440	1530	468	491
41	ignoriert	O	O	-	0	1552	1641	467	491
42	und	O	O	-	0	1666	1704	466	486
43	verletzt	O	O	-	0	1731	1799	466	488
44	haben	O	O	-	0	1224	1290	492	515
45	.	O	O	-	0	1224	1290	492	515
0		O	O	-	0	1316	1381	492	514
1	Dieſer	O	O	-	0	1316	1381	492	514
2	Fall	O	O	-	0	1393	1437	492	515
3	wird	O	O	-	0	1450	1497	493	514
4	von	O	O	-	0	1515	1552	496	513
5	dem	O	O	-	0	1568	1601	493	512
6	lippiſchen	O	O	-	0	1601	1721	491	515
7	Blatte	O	O	-	0	1734	1799	491	510
8	zum	O	O	-	0	1225	1267	522	539
9	Anlaß	O	O	-	0	1279	1342	515	539
10	genommen	O	O	-	0	1356	1468	522	540
11	,	O	O	-	0	1356	1468	522	540
12	einer	O	O	-	0	1484	1531	518	537
13	großen	O	O	-	0	1546	1614	517	540
14	Zahl	O	O	-	0	1626	1676	516	540
15	von	O	O	-	0	1690	1726	520	536
16	Handlungen	O	O	-	0	1736	1799	515	539
17	des	O	O	-	0	1308	1341	543	562
18	Kaiſers	O	O	-	0	1354	1429	542	564
19	Erwähnung	O	O	-	0	1442	1563	542	565
20	zu	O	O	-	0	1577	1599	547	565
21	tun	O	O	-	0	1612	1652	543	563
22	,	O	O	-	0	1612	1652	543	563
23	die	O	O	-	0	1670	1697	541	561
24	in	O	O	-	0	1711	1731	541	560
25	Lippe	B-LOC	O	Q153945	0	1744	1799	541	564
26	arge	O	O	-	0	1227	1269	572	590
27	Verſtimmungen	O	O	-	0	1292	1450	567	590
28	hervorriefen	O	O	-	0	1472	1600	567	590
29	.	O	O	-	0	1472	1600	567	590
0		O	O	-	0	1635	1667	566	586
1	So	O	O	-	0	1635	1667	566	586
2	wird	O	O	-	0	1689	1735	566	586
3	auch	O	O	-	0	1758	1798	566	588
4	jener	O	O	-	0	1226	1276	592	616
5	Vorgang	O	O	-	0	1289	1378	592	616
6	angedeutet	O	O	-	0	1393	1507	592	616
7	,	O	O	-	0	1393	1507	592	616
8	der	O	O	-	0	1521	1551	592	612
9	bisher	O	O	-	0	1565	1627	592	616
10	in	O	O	-	0	1640	1660	591	611
11	der	O	O	-	0	1674	1704	590	611
12	Oeffentlichkeit	O	O	-	0	1716	1800	590	612
13	nicht	O	O	-	0	1305	1351	618	639
14	erörtert	O	O	-	0	1365	1441	618	637
15	worden	O	O	-	0	1454	1522	618	637
16	iſt	O	O	-	0	1523	1564	617	641
17	,	O	O	-	0	1523	1564	617	641
18	zehn	O	O	-	0	1578	1621	616	641
19	Jahre	O	O	-	0	1628	1689	616	640
20	zurückliegt	O	O	-	0	1696	1800	616	640
21	und	O	O	-	0	1226	1265	643	662
22	ſich	O	O	-	0	1286	1318	641	665
23	bei	O	O	-	0	1339	1367	641	662
24	der	O	O	-	0	1388	1420	642	662
25	Uebermittlung	O	O	-	0	1435	1580	642	665
26	der	O	O	-	0	1600	1631	641	661
27	Meldung	O	O	-	0	1646	1738	640	665
28	vom	O	O	-	0	1758	1800	644	661
29	Regierungsantritt	O	O	-	0	1227	1414	667	690
30	des	O	O	-	0	1427	1460	667	688
31	verſtorbenen	O	O	-	0	1468	1592	667	690
32	Grafregenten	O	O	-	0	1600	1735	666	689
33	durch	O	O	-	0	1748	1799	666	688
34	den	O	O	-	0	1227	1262	692	712
35	damaligen	O	O	-	0	1276	1381	693	715
36	Erbgrafen	O	O	-	0	1390	1493	692	715
37	abſpielte	O	O	-	0	1502	1591	692	714
38	.	O	O	-	0	1502	1591	692	714
0		O	O	-	0	1613	1649	691	711
1	Bei	O	O	-	0	1613	1649	691	711
2	Uebermittlung	O	O	-	0	1656	1799	691	714
3	der	O	O	-	0	1228	1260	717	736
4	Botſchaft	O	O	-	0	1281	1374	717	739
5	des	O	O	-	0	1395	1429	717	737
6	Regenten	O	O	-	0	1451	1544	718	741
7	trat	O	O	-	0	1565	1603	718	737
8	der	O	O	-	0	1626	1656	716	735
9	Kaiſer	O	O	-	0	1677	1740	716	739
10	dem	O	O	-	0	1761	1801	716	736
11	feſtlich	O	O	-	0	1228	1291	742	765
12	gekleideten	O	O	-	0	1305	1411	742	765
13	Erbgrafen	O	O	-	0	1425	1529	742	765
14	in	O	O	-	0	1542	1562	742	761
15	der	O	O	-	0	1575	1605	742	760
16	Jagdjoppe	O	O	-	0	1614	1722	741	765
17	gegenüber	O	O	-	0	1736	1799	746	765
18	.	O	O	-	0	1228	1278	767	787
0		O	O	-	0	1307	1344	767	790
1	Auf	O	O	-	0	1307	1344	767	790
2	die	O	O	-	0	1365	1393	767	787
3	ehrerbietigſte	O	O	-	0	1414	1544	767	792
4	Meldung	O	O	-	0	1563	1654	766	790
5	äußerte	O	O	-	0	1676	1751	766	788
6	der	O	O	-	0	1771	1801	766	786
7	Kaiſer	O	O	-	0	1228	1291	792	814
8	ſeine	O	O	-	0	1304	1350	792	814
9	verwundernde	O	O	-	0	1363	1506	793	812
10	Anſicht	O	O	-	0	1523	1593	792	814
11	darüber	O	O	-	0	1612	1696	791	814
12	,	O	O	-	0	1612	1696	791	814
13	daß	O	O	-	0	1717	1753	791	814
14	die	O	O	-	0	1774	1801	791	810
15	Bieſterfelder	O	O	-	0	1229	1356	816	840
16	ſich	O	O	-	0	1375	1405	817	840
17	ſukzeſſionsberechtigt	O	O	-	0	1426	1626	816	841
18	glaubten	O	O	-	0	1650	1743	816	840
19	,	O	O	-	0	1650	1743	816	840
20	und	O	O	-	0	1764	1800	816	835
21	entließ	O	O	-	0	1230	1297	842	864
22	dann	O	O	-	0	1311	1361	843	862
23	den	O	O	-	0	1375	1409	843	863
24	jungen	O	O	-	0	1423	1492	842	865
25	Grafen	O	O	-	0	1505	1577	842	864
26	auf	O	O	-	0	1591	1623	841	864
27	deſſen	O	O	-	0	1637	1695	841	863
28	Antwort	O	O	-	0	1708	1800	841	865
29	,	O	O	-	0	1708	1800	841	865
30	daß	O	O	-	0	1230	1267	868	889
31	man	O	O	-	0	1281	1323	872	886
32	bei	O	O	-	0	1337	1365	868	887
33	ſeinem	O	O	-	0	1379	1443	868	889
34	Vater	O	O	-	0	1453	1511	868	889
35	keine	O	O	-	0	1524	1571	868	887
36	andere	O	O	-	0	1579	1645	867	886
37	Anſicht	O	O	-	0	1652	1722	866	889
38	glaube	O	O	-	0	1736	1801	865	889
39	betätigen	O	O	-	0	1230	1323	892	915
40	zu	O	O	-	0	1336	1357	898	916
41	können	O	O	-	0	1372	1446	893	916
42	,	O	O	-	0	1372	1446	893	916
43	mit	O	O	-	0	1460	1493	893	912
44	der	O	O	-	0	1507	1537	893	912
45	Bemerkung	O	O	-	0	1551	1674	892	915
46	:	O	O	-	0	1551	1674	892	915
47	„	O	O	-	0	1689	1750	891	915
48	Nun	O	O	-	0	1689	1750	891	915
49	,	O	O	-	0	1689	1750	891	915
50	wir	O	O	-	0	1768	1801	892	911
51	werden	O	O	-	0	1231	1302	920	937
52	ja	O	O	-	0	1316	1334	917	940
53	ſehen	O	O	-	0	1343	1410	917	940
54	.	O	O	-	0	1343	1410	917	940
55	“	O	O	-	0	1343	1410	917	940
0		O	O	-	0	1425	1491	918	940
1	Dieſes	O	O	-	0	1425	1491	918	940
2	Vorkommnis	O	O	-	0	1499	1616	917	938
3	in	O	O	-	0	1619	1649	917	936
4	ſeinen	O	O	-	0	1650	1722	916	939
5	Einzelheiten	O	O	-	0	1730	1802	916	940
6	iſt	O	O	-	0	1305	1325	942	965
7	in	O	O	-	0	1339	1358	943	962
8	dem	O	O	-	0	1372	1411	943	963
9	Blatte	O	O	-	0	1424	1489	943	963
10	nicht	O	O	-	0	1503	1549	942	965
11	wiedergegeben	O	O	-	0	1565	1715	941	965
12	,	O	O	-	0	1565	1715	941	965
13	obſchon	O	O	-	0	1729	1802	941	964
14	es	O	O	-	0	1231	1253	970	987
15	in	O	O	-	0	1266	1285	968	988
16	den	O	O	-	0	1299	1332	968	987
17	eingeweihten	O	O	-	0	1342	1471	968	990
18	Kreiſen	O	O	-	0	1480	1552	968	990
19	immer	O	O	-	0	1565	1628	968	987
20	bekannt	O	O	-	0	1638	1715	967	987
21	geweſen	O	O	-	0	1724	1802	966	990
22	iſt	O	O	-	0	1231	1257	993	1014
23	.	O	O	-	0	1231	1257	993	1014
0		O	O	-	0	1292	1339	992	1014
1	Nach	O	O	-	0	1292	1339	992	1014
2	beendetem	O	O	-	0	1362	1463	993	1013
3	Thronſtreit	O	O	-	0	1489	1604	992	1014
4	hat	O	O	-	0	1626	1659	991	1014
5	der	O	O	-	0	1684	1715	992	1011
6	Kaiſer	O	O	-	0	1739	1803	991	1014
7	ſein	O	O	-	0	1231	1268	1017	1040
8	Verhalten	O	O	-	0	1290	1390	1017	1040
9	nicht	O	O	-	0	1415	1461	1018	1040
10	geändert	O	O	-	0	1484	1576	1018	1040
11	.	O	O	-	0	1484	1576	1018	1040
0		O	O	-	0	1602	1642	1017	1037
1	Und	O	O	-	0	1602	1642	1017	1037
2	ſchärfer	O	O	-	0	1664	1738	1016	1040
3	noch	O	O	-	0	1760	1801	1016	1039
4	als	O	O	-	0	1232	1264	1043	1062
5	der	O	O	-	0	1290	1320	1043	1062
6	verftorbene	O	O	-	0	1346	1457	1043	1065
7	Grafregent	O	O	-	0	1484	1596	1043	1065
8	hat	O	O	-	0	1624	1656	1042	1065
9	der	O	O	-	0	1682	1712	1043	1061
10	gegenwärtig	O	O	-	0	1739	1803	1047	1065
11	regierende	O	O	-	0	1320	1422	1068	1091
12	Fürſt	O	O	-	0	1444	1498	1068	1091
13	unter	O	O	-	0	1519	1572	1070	1087
14	dieſer	O	O	-	0	1594	1649	1066	1090
15	Haltung	O	O	-	0	1662	1746	1066	1090
16	des	O	O	-	0	1769	1801	1067	1086
17	Kaiſers	O	O	-	0	1231	1306	1092	1115
18	gelitten	O	O	-	0	1320	1399	1093	1116
19	.	O	O	-	0	1320	1399	1093	1116
0		O	O	-	0	1431	1507	1092	1116
1	Freilich	O	O	-	0	1431	1507	1092	1116
2	ging	O	O	-	0	1530	1572	1093	1116
3	er	O	O	-	0	1586	1605	1097	1111
4	den	O	O	-	0	1618	1652	1092	1111
5	Begegnungen	O	O	-	0	1666	1803	1092	1115
6	nicht	O	O	-	0	1231	1278	1118	1141
7	immer	O	O	-	0	1290	1353	1118	1138
8	aus	O	O	-	0	1367	1404	1120	1138
9	dem	O	O	-	0	1418	1457	1117	1138
10	Wege	O	O	-	0	1470	1532	1117	1141
11	.	O	O	-	0	1470	1532	1117	1141
0		O	O	-	0	1567	1598	1117	1136
1	So	O	O	-	0	1567	1598	1117	1136
2	in	O	O	-	0	1619	1640	1117	1137
3	Homburg	B-LOC	O	Q7040	0	1652	1754	1116	1141
4	,	O	O	-	0	1652	1754	1116	1141
5	wo	O	O	-	0	1773	1802	1120	1137
6	er	O	O	-	0	1232	1250	1148	1162
7	der	O	O	-	0	1276	1308	1143	1163
8	Einladung	O	O	-	0	1332	1440	1143	1166
9	Folge	O	O	-	0	1466	1525	1143	1166
10	leiſtete	O	O	-	0	1551	1621	1142	1166
11	,	O	O	-	0	1551	1621	1142	1166
12	die	O	O	-	0	1655	1682	1142	1162
13	ihm	O	O	-	0	1708	1745	1142	1165
14	als	O	O	-	0	1772	1803	1141	1162
15	lippiſchen	O	O	-	0	1232	1325	1168	1191
16	Kontingentsherrn	O	O	-	0	1338	1518	1168	1192
17	zu	O	O	-	0	1540	1562	1172	1192
18	den	O	O	-	0	1583	1617	1167	1187
19	Kaiſermanövern	O	O	-	0	1638	1802	1166	1190
20	des	O	O	-	0	1233	1266	1193	1213
21	vergangenen	O	O	-	0	1281	1407	1196	1217
22	Jahres	O	O	-	0	1428	1500	1193	1217
23	zu	O	O	-	0	1523	1544	1198	1216
24	teil	O	O	-	0	1558	1589	1192	1213
25	wurde	O	O	-	0	1610	1678	1192	1216
26	,	O	O	-	0	1610	1678	1192	1216
27	an	O	O	-	0	1701	1725	1197	1212
28	denen	O	O	-	0	1747	1803	1192	1211
29	ſich	O	O	-	0	1232	1262	1218	1241
30	auch	O	O	-	0	1276	1318	1218	1241
31	das	O	O	-	0	1332	1368	1219	1238
32	lippiſche	O	O	-	0	1383	1460	1218	1241
33	Kontingent	O	O	-	0	1474	1587	1218	1241
34	beteiligte	O	O	-	0	1600	1696	1217	1241
35	.	O	O	-	0	1600	1696	1217	1241
0		O	O	-	0	1710	1803	1216	1240
1	Während	O	O	-	0	1710	1803	1216	1240
2	der	O	O	-	0	1232	1263	1243	1263
3	Manöver	O	O	-	0	1276	1370	1243	1264
4	wurde	O	O	-	0	1383	1445	1244	1263
5	er	O	O	-	0	1467	1474	1248	1262
6	gelitten	O	O	-	0	1476	1578	1243	1267
7	,	O	O	-	0	1476	1578	1243	1267
8	als	O	O	-	0	1601	1632	1242	1262
9	aber	O	O	-	0	1650	1692	1241	1262
10	die	O	O	-	0	1714	1741	1242	1261
11	mehr	O	O	-	0	1755	1803	1242	1265
12	höfiſchen	O	O	-	0	1232	1318	1268	1291
13	Veranſtaltungen	O	O	-	0	1331	1497	1269	1291
14	in	O	O	-	0	1510	1530	1268	1288
15	Kaſſel	O	O	-	0	1543	1603	1267	1290
16	folgten	O	O	-	0	1617	1691	1267	1291
17	,	O	O	-	0	1617	1691	1267	1291
18	an	O	O	-	0	1710	1733	1272	1287
19	denen	O	O	-	0	1747	1804	1267	1286
20	ſich	O	O	-	0	1232	1263	1294	1316
21	alle	O	O	-	0	1278	1312	1294	1313
22	anweſenden	O	O	-	0	1326	1443	1293	1316
23	Bundesfürſten	O	O	-	0	1456	1604	1292	1315
24	beteiligten	O	O	-	0	1617	1726	1292	1316
25	,	O	O	-	0	1617	1726	1292	1316
26	mußte	O	O	-	0	1744	1803	1292	1314
