No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
20	Kwanka	B-PER	O	-	0	460	577	2218	2239
21	,	O	O	-	0	460	577	2218	2239
22	Grau	B-PER	O	Q460003	0	592	676	2218	2238
23	,	O	O	-	0	592	676	2218	2238
24	Kuhn	B-PER	O	Q78483	0	690	775	2217	2238
25	,	O	O	-	0	690	775	2217	2238
26	Riegel	B-PER	O	Q3870402	0	790	850	2216	2235
27	und	O	O	-	0	270	307	2242	2261
28	Lapins	O	O	-	0	321	589	2241	2263
29	begnadigt	O	O	-	0	321	589	2241	2263
30	.	O	O	-	0	321	589	2241	2263
0		O	O	-	0	822	822	2254	2255
1	Neuer	O	O	-	0	208	281	2296	2316
2	Schlag	O	O	-	0	293	361	2296	2319
3	gegen	O	O	-	0	374	431	2302	2319
4	die	O	O	-	0	444	472	2296	2316
5	Kirchen	O	O	-	0	484	560	2295	2319
6	in	O	O	-	0	572	593	2295	2315
7	Sowjetrußland	B-LOC	O	-	0	606	768	2294	2318
8	.	O	O	-	0	606	768	2294	2318
0		O	O	-	0	254	356	2331	2354
1	Warſchau	B-LOC	O	Q270	0	254	356	2331	2354
2	,	O	O	-	0	254	356	2331	2354
3	27.	O	O	-	0	367	395	2331	2350
4	Dezember	O	O	-	0	407	512	2331	2354
5	.	O	O	-	0	407	512	2331	2354
0		O	O	-	0	535	584	2331	2353
1	Nach	O	O	-	0	535	584	2331	2353
2	Meldungen	O	O	-	0	593	711	2325	2352
3	aus	O	O	-	0	722	759	2331	2348
4	Moskau	B-LOC	O	Q649	0	768	851	2328	2348
5	hat	O	O	-	0	219	251	2356	2378
6	die	O	O	-	0	262	291	2356	2375
7	GPU.	B-ORG	O	-	0	303	363	2356	2378
8	ein	O	O	-	0	376	405	2356	2374
9	neues	O	O	-	0	417	474	2357	2375
10	Mittel	O	O	-	0	486	554	2355	2374
11	gefunden	O	O	-	0	566	663	2354	2382
12	,	O	O	-	0	566	663	2354	2382
13	um	O	O	-	0	676	708	2360	2373
14	den	O	O	-	0	721	755	2354	2373
15	wenigen	O	O	-	0	767	852	2352	2375
16	noch	O	O	-	0	219	261	2381	2403
17	nicht	O	O	-	0	274	321	2380	2403
18	geſchloſſenen	O	O	-	0	334	461	2380	2403
19	Kirchen	O	O	-	0	474	551	2379	2402
20	in	O	O	-	0	571	591	2384	2398
21	der	O	O	-	0	611	643	2379	2398
22	Sowjetunion	B-LOC	O	Q15180	0	661	798	2377	2400
23	den	O	O	-	0	818	851	2377	2396
24	Todesſtoß	O	O	-	0	211	319	2404	2426
25	zu	O	O	-	0	336	359	2410	2426
26	verſetzen	O	O	-	0	376	466	2404	2426
27	.	O	O	-	0	376	466	2404	2426
0		O	O	-	0	495	569	2404	2426
1	Danach	O	O	-	0	495	569	2404	2426
2	iſt	O	O	-	0	569	609	2403	2425
3	eine	O	O	-	0	626	666	2403	2422
4	Verordnung	O	O	-	0	682	807	2403	2424
5	erſchienen	O	O	-	0	825	852	2407	2420
6	,	O	O	-	0	219	303	2428	2451
7	wonach	O	O	-	0	316	388	2428	2450
8	vom	O	O	-	0	400	443	2430	2447
9	1.	O	O	-	0	456	472	2428	2446
10	Januar	O	O	-	0	484	564	2427	2450
11	1938	O	O	-	0	577	623	2427	2445
12	ab	O	O	-	0	636	658	2426	2445
13	die	O	O	-	0	671	701	2426	2445
14	Steuern	O	O	-	0	712	804	2425	2446
15	,	O	O	-	0	712	804	2425	2446
16	mit	O	O	-	0	817	852	2424	2444
17	denen	O	O	-	0	219	276	2453	2472
18	die	O	O	-	0	300	329	2452	2472
19	Kirchen	O	O	-	0	352	428	2452	2474
20	und	O	O	-	0	451	489	2452	2470
21	Bethäuſer	O	O	-	0	508	611	2451	2473
22	belegt	O	O	-	0	633	693	2450	2473
23	werden	O	O	-	0	716	795	2450	2475
24	,	O	O	-	0	716	795	2450	2475
25	um	O	O	-	0	819	851	2454	2468
26	120	O	O	-	0	220	254	2478	2496
27	v.	O	O	-	0	261	282	2480	2496
28	H.	O	O	-	0	294	317	2477	2499
29	erhöht	O	O	-	0	330	394	2476	2499
30	werden	O	O	-	0	405	484	2476	2495
31	.	O	O	-	0	405	484	2476	2495
0		O	O	-	0	255	281	2502	2521
1	Es	O	O	-	0	255	281	2502	2521
2	kann	O	O	-	0	294	341	2501	2520
3	kein	O	O	-	0	354	393	2500	2520
4	Zweifel	O	O	-	0	406	484	2500	2522
5	beſtehen	O	O	-	0	496	582	2499	2522
6	,	O	O	-	0	496	582	2499	2522
7	daß	O	O	-	0	595	630	2499	2521
8	die	O	O	-	0	644	672	2498	2517
9	Kirchen	O	O	-	0	685	760	2498	2520
10	nicht	O	O	-	0	773	819	2497	2520
11	in	O	O	-	0	819	851	2496	2516
12	der	O	O	-	0	217	247	2526	2545
13	Lage	O	O	-	0	258	306	2526	2547
14	ſein	O	O	-	0	306	354	2525	2547
15	werden	O	O	-	0	365	443	2525	2546
16	,	O	O	-	0	365	443	2525	2546
17	dieſe	O	O	-	0	454	500	2524	2546
18	Steuer	O	O	-	0	510	583	2524	2543
19	aufzubringen	O	O	-	0	593	738	2523	2546
20	;	O	O	-	0	593	738	2523	2546
21	denn	O	O	-	0	751	798	2523	2542
22	nach	O	O	-	0	809	850	2522	2543
23	der	O	O	-	0	219	250	2549	2568
24	Verfügung	O	O	-	0	263	375	2549	2571
25	hätte	O	O	-	0	388	438	2548	2571
26	die	O	O	-	0	451	480	2548	2566
27	kleinſte	O	O	-	0	492	565	2547	2570
28	noch	O	O	-	0	577	619	2547	2569
29	erhaltene	O	O	-	0	638	731	2546	2569
30	Kirche	O	O	-	0	750	813	2545	2568
31	in	O	O	-	0	832	852	2544	2563
32	Moskau	B-LOC	O	Q649	0	219	301	2573	2592
33	im	O	O	-	0	312	339	2573	2592
34	Jahre	O	O	-	0	350	412	2572	2595
35	25000	O	O	-	0	423	487	2572	2591
36	Rubel	O	O	-	0	499	560	2572	2591
37	zu	O	O	-	0	571	594	2576	2593
38	bezahlen	O	O	-	0	604	697	2571	2593
39	.	O	O	-	0	604	697	2571	2593
0		O	O	-	0	705	736	2570	2592
1	Es	O	O	-	0	705	736	2570	2592
2	iſt	O	O	-	0	738	783	2570	2592
3	offenbar	O	O	-	0	793	856	2569	2592
4	auch	O	O	-	0	265	308	2597	2620
5	die	O	O	-	0	319	347	2597	2616
6	Abſicht	O	O	-	0	359	427	2597	2620
7	der	O	O	-	0	440	471	2597	2615
8	GPU.	B-ORG	O	-	0	483	549	2596	2618
9	auf	O	O	-	0	562	595	2595	2618
10	dem	O	O	-	0	607	649	2595	2614
11	Umweg	O	O	-	0	660	724	2595	2614
12	über	O	O	-	0	726	783	2594	2617
13	dieſe	O	O	-	0	785	852	2592	2615
14	enorme	O	O	-	0	219	294	2627	2641
15	Beſteuerung	O	O	-	0	321	447	2622	2644
16	die	O	O	-	0	470	503	2620	2639
17	chriſtlichen	O	O	-	0	544	650	2619	2647
18	Gemeinden	O	O	-	0	667	792	2618	2642
19	zur	O	O	-	0	804	852	2622	2640
20	Schließung	O	O	-	0	220	334	2646	2669
21	der	O	O	-	0	348	379	2646	2664
22	Kirchen	O	O	-	0	392	468	2645	2667
23	zu	O	O	-	0	480	504	2649	2667
24	zwingen	O	O	-	0	517	607	2647	2667
25	.	O	O	-	0	517	607	2647	2667
0		O	O		0	220	330	2702	2725
1	Schwedens	B-LOC	O	Q34	0	220	330	2702	2725
2	Wirtſchaft	O	O	-	0	341	444	2700	2724
3	fordert	O	O	-	0	453	524	2700	2724
4	Handelsabkommen	O	O	-	0	531	723	2699	2723
5	mit	O	O	-	0	733	759	2697	2718
6	Franco	B-PER	O	Q29179	0	760	853	2698	2721
7	.	O	O	-	0	760	853	2698	2721
0		O	O	-	0	256	367	2736	2760
1	Stockholm	B-LOC	O	Q1754	0	256	367	2736	2760
2	,	O	O	-	0	256	367	2736	2760
3	27.	O	O	-	0	383	412	2736	2755
4	Dezember	O	O	-	0	429	535	2735	2758
5	.	O	O	-	0	429	535	2735	2758
0		O	O	-	0	564	601	2734	2754
1	Die	O	O	-	0	564	601	2734	2754
2	maßgebenden	O	O	-	0	609	754	2734	2757
3	Organiſationen	O	O	-	0	771	853	2731	2760
4	der	O	O	-	0	320	351	2761	2781
5	ſchwediſchen	O	O	-	0	368	488	2760	2783
6	Wirtſchaft	O	O	-	0	504	607	2759	2782
7	haben	O	O	-	0	622	681	2759	2781
8	ſich	O	O	-	0	697	728	2758	2781
9	mit	O	O	-	0	743	779	2757	2777
10	einem	O	O	-	0	794	854	2762	2776
11	Schreiben	O	O	-	0	220	320	2785	2808
12	an	O	O	-	0	334	358	2791	2804
13	das	O	O	-	0	374	407	2785	2804
14	Außenminiſterium	O	O	-	0	422	616	2783	2807
15	gewandt	O	O	-	0	631	721	2783	2806
16	,	O	O	-	0	631	721	2783	2806
17	in	O	O	-	0	736	756	2782	2801
18	dem	O	O	-	0	771	811	2782	2801
19	die	O	O	-	0	826	854	2780	2800
20	Wiederanknüpfung	O	O	-	0	219	417	2810	2832
21	von	O	O	-	0	438	474	2812	2828
22	Handelsbeziehungen	O	O	-	0	495	705	2807	2831
23	zum	O	O	-	0	732	774	2812	2829
24	nationalen	O	O	-	0	794	854	2805	2824
25	Spanien	B-LOC	O	Q29	0	287	376	2833	2856
26	verlangt	O	O	-	0	388	475	2833	2855
27	wird	O	O	-	0	485	539	2832	2852
28	.	O	O	-	0	485	539	2832	2852
0		O	O	-	0	562	592	2833	2855
1	Jn	O	O	-	0	562	592	2833	2855
2	dem	O	O	-	0	602	644	2832	2851
3	Schreiben	O	O	-	0	656	742	2830	2854
4	heißt	O	O	-	0	743	808	2830	2853
5	es	O	O	-	0	810	854	2830	2850
6	,	O	O	-	0	810	854	2830	2850
7	es	O	O	-	0	220	238	2861	2879
8	müßten	O	O	-	0	252	330	2858	2880
9	ſofort	O	O	-	0	344	401	2858	2880
10	Maßnahmen	O	O	-	0	415	545	2857	2879
11	ergriffen	O	O	-	0	560	650	2856	2879
12	werden	O	O	-	0	670	748	2855	2876
13	,	O	O	-	0	670	748	2855	2876
14	um	O	O	-	0	768	801	2860	2874
15	mit	O	O	-	0	801	855	2853	2873
16	den	O	O	-	0	219	253	2882	2902
17	nationalſpaniſchen	O	O	-	0	268	458	2881	2904
18	Behörden	O	O	-	0	473	571	2881	2903
19	Verhandlungen	O	O	-	0	587	746	2879	2902
20	zum	O	O	-	0	762	803	2884	2901
21	Abſchluß	O	O	-	0	819	854	2878	2897
22	eines	O	O	-	0	296	347	2906	2926
23	Handels⸗	O	O	-	0	366	458	2906	2929
24	und	O	O	-	0	477	515	2905	2924
25	Schiffahrtsabkommens	O	O	-	0	534	772	2904	2927
26	aufzunehmen	O	O	-	0	791	855	2902	2925
27	.	O	O	-	0	219	303	2931	2953
0		O	O	-	0	313	345	2931	2950
1	Nur	O	O	-	0	313	345	2931	2950
2	durch	O	O	-	0	347	419	2930	2952
3	ein	O	O	-	0	419	460	2930	2949
4	ſolches	O	O	-	0	469	535	2929	2952
5	Abkommen	O	O	-	0	546	645	2928	2948
6	ſei	O	O	-	0	647	693	2928	2950
7	es	O	O	-	0	705	724	2930	2947
8	möglich	O	O	-	0	735	816	2926	2949
9	,	O	O	-	0	735	816	2926	2949
10	die	O	O	-	0	826	855	2926	2945
11	Belange	O	O	-	0	219	302	2956	2978
12	Schwedens	B-LOC	O	Q34	0	324	436	2955	2977
13	auf	O	O	-	0	461	495	2954	2977
14	dem	O	O	-	0	518	559	2954	2972
15	ſpaniſchen	O	O	-	0	583	684	2952	2975
16	Markt	O	O	-	0	708	773	2951	2971
17	wahrzunehmen	O	O	-	0	795	855	2950	2972
18	.	O	O	-	0	220	326	2979	3002
0		O	O	-	0	220	303	3031	3053
1	Schwere	O	O	-	0	220	303	3031	3053
2	Verluſte	O	O	-	0	314	398	3030	3052
3	der	O	O	-	0	409	440	3030	3050
4	Bolſchewiſten	O	O	-	0	452	588	3028	3051
5	bei	O	O	-	0	600	629	3023	3048
6	Teruel	B-LOC	O	Q14336	0	642	717	3028	3048
7	.	O	O	-	0	642	717	3028	3048
0		O	O	-	0	227	286	3064	3083
1	San	B-LOC	O	Q10313	0	227	286	3064	3083
2	Sebaſtian	I-LOC	O	Q10313	0	288	421	3062	3086
3	,	O	O	-	0	288	421	3062	3086
4	27.	O	O	-	0	437	466	3063	3082
5	Dezember	O	O	-	0	482	589	3062	3085
6	.	O	O	-	0	482	589	3062	3085
0		O	O	-	0	615	647	3061	3080
1	Wie	O	O	-	0	615	647	3061	3080
2	der	O	O	-	0	649	693	3061	3080
3	Heeresbericht	O	O	-	0	695	856	3055	3082
4	vom	O	O	-	0	220	262	3092	3108
5	Sonntag	O	O	-	0	272	349	3089	3108
6	meldet	O	O	-	0	352	444	3088	3110
7	,	O	O	-	0	352	444	3088	3110
8	dauert	O	O	-	0	455	521	3087	3106
9	der	O	O	-	0	530	562	3087	3106
10	heldenhafte	O	O	-	0	571	687	3085	3109
11	Widerſtand	O	O	-	0	698	803	3085	3107
12	der	O	O	-	0	804	855	3084	3103
13	nationalſpaniſchen	O	O	-	0	220	408	3112	3135
14	Truppen	O	O	-	0	421	513	3112	3134
15	in	O	O	-	0	526	548	3111	3130
16	der	O	O	-	0	560	592	3111	3129
17	Stadt	O	O	-	0	605	665	3110	3129
18	Teruel	B-LOC	O	-	0	678	764	3110	3128
19	weiter	O	O	-	0	772	855	3107	3128
20	an	O	O	-	0	219	249	3143	3157
21	.	O	O	-	0	219	249	3143	3157
0		O	O	-	0	275	303	3138	3157
1	Den	O	O	-	0	275	303	3138	3157
2	bolſchewiſtiſchen	O	O	-	0	304	493	3136	3159
3	Horden	O	O	-	0	506	586	3135	3158
4	wurden	O	O	-	0	593	672	3134	3154
5	ſchwere	O	O	-	0	685	757	3134	3156
6	Verluſte	O	O	-	0	771	856	3132	3155
7	zugefügt	O	O	-	0	220	316	3161	3184
8	.	O	O	-	0	220	316	3161	3184
0		O	O	-	0	338	374	3161	3181
1	Die	O	O	-	0	338	374	3161	3181
2	nationalen	O	O	-	0	393	504	3160	3180
3	Truppen	O	O	-	0	523	602	3160	3181
4	verbeſſern	O	O	-	0	603	736	3158	3181
5	fortgeſetzt	O	O	-	0	756	855	3156	3180
6	ihre	O	O	-	0	219	259	3187	3209
7	Stellungen	O	O	-	0	271	392	3186	3208
8	.	O	O	-	0	271	392	3186	3208
0		O	O	-	0	405	456	3184	3208
1	Zwei	O	O	-	0	405	456	3184	3208
2	rote	O	O	-	0	469	508	3185	3203
3	Flugzeuge	O	O	-	0	520	627	3183	3207
4	wurden	O	O	-	0	638	702	3182	3202
5	abgeſchoſſen	O	O	-	0	703	854	3181	3204
6	.	O	O	-	0	703	854	3181	3204
0		O	O	-	0	878	992	215	238
1	Kraftloſere	O	O	-	0	878	992	215	238
2	bolſchewiſtiſche	O	O	-	0	1001	1150	214	238
3	Angriffe	O	O	-	0	1160	1248	214	237
4	bei	O	O	-	0	1258	1287	214	233
5	Teruel	B-LOC	O	Q14336	0	1298	1373	213	233
6	.	O	O	-	0	1298	1373	213	233
0		O	O	-	0	909	984	250	273
1	Bilbao	B-LOC	O	Q8692	0	909	984	250	273
2	,	O	O	-	0	909	984	250	273
3	27.	O	O	-	0	994	1023	250	269
4	Dezember	O	O	-	0	1034	1141	249	272
5	.	O	O	-	0	1034	1141	249	272
0		O	O	-	0	1151	1200	249	272
1	Auch	O	O	-	0	1151	1200	249	272
2	am	O	O	-	0	1207	1237	255	268
3	Montag	O	O	-	0	1245	1332	249	271
4	,	O	O	-	0	1245	1332	249	271
5	dem	O	O	-	0	1344	1385	249	268
6	12.	O	O	-	0	1397	1425	249	267
7	Tag	O	O	-	0	1432	1462	248	266
8	des	O	O	-	0	1464	1513	247	269
9	bolſchewiſtiſchen	O	O	-	0	879	1041	274	297
10	Verſuchs	O	O	-	0	1050	1144	274	296
11	,	O	O	-	0	1050	1144	274	296
12	Teruel	B-LOC	O	Q14336	0	1154	1239	274	293
13	zu	O	O	-	0	1247	1284	273	296
14	erobern	O	O	-	0	1294	1377	273	294
15	,	O	O	-	0	1294	1377	273	294
16	dauerten	O	O	-	0	1387	1476	272	291
17	die	O	O	-	0	1486	1514	271	291
18	Kämpfe	O	O	-	0	880	960	299	321
19	an	O	O	-	0	973	1003	304	318
20	.	O	O	-	0	973	1003	304	318
0		O	O	-	0	1030	1056	298	318
1	Die	O	O	-	0	1030	1056	298	318
2	nationalen	O	O	-	0	1058	1190	298	317
3	Flieger	O	O	-	0	1204	1278	297	320
4	bombardierten	O	O	-	0	1292	1442	296	316
5	heftig	O	O	-	0	1456	1513	295	318
6	die	O	O	-	0	879	908	323	342
7	feindlichen	O	O	-	0	917	1025	323	346
8	Stellungen	O	O	-	0	1036	1151	322	345
9	am	O	O	-	0	1161	1191	328	341
10	Stadtrand	O	O	-	0	1201	1309	322	341
11	und	O	O	-	0	1320	1346	327	340
12	die	O	O	-	0	1348	1397	320	339
13	Nachſchubſtraßen	O	O	-	0	1398	1514	319	342
14	.	O	O	-	0	871	958	346	370
0		O	O	-	0	982	1008	347	366
1	Sie	O	O	-	0	982	1008	347	366
2	brachten	O	O	-	0	1010	1112	347	369
3	den	O	O	-	0	1123	1158	347	365
4	Bolſchewiſten	O	O	-	0	1169	1305	345	368
5	große	O	O	-	0	1317	1373	345	368
6	Verluſte	O	O	-	0	1384	1458	345	366
7	bei	O	O	-	0	1460	1514	343	364
8	,	O	O	-	0	1460	1514	343	364
9	was	O	O	-	0	879	920	374	391
10	zur	O	O	-	0	935	968	377	394
11	Folge	O	O	-	0	983	1040	371	394
12	hat	O	O	-	0	1054	1091	371	393
13	,	O	O	-	0	1054	1091	371	393
14	daß	O	O	-	0	1107	1142	371	393
15	die	O	O	-	0	1158	1186	370	389
16	bolſchewiſtiſchen	O	O	-	0	1201	1363	369	392
17	Angriffe	O	O	-	0	1378	1466	368	391
18	auf	O	O	-	0	1481	1514	368	390
19	die	O	O	-	0	880	908	396	415
20	Feſtung	O	O	-	0	919	999	396	419
21	Teruel	B-LOC	O	Q14336	0	1009	1084	395	416
22	,	O	O	-	0	1009	1084	395	416
23	die	O	O	-	0	1096	1125	395	414
24	hauptſächlich	O	O	-	0	1135	1263	393	417
25	von	O	O	-	0	1273	1310	397	413
26	Ausländern	O	O	-	0	1321	1429	393	412
27	durchgeführt	O	O	-	0	1430	1513	392	414
28	werden	O	O	-	0	969	1048	420	441
29	,	O	O	-	0	969	1048	420	441
30	merklich	O	O	-	0	1064	1146	419	442
31	nachlaſſen	O	O	-	0	1161	1266	418	441
32	.	O	O	-	0	1161	1266	418	441
0		O	O	-	0	1294	1375	417	439
1	Obwohl	O	O	-	0	1294	1375	417	439
2	die	O	O	-	0	1390	1419	416	436
3	Bolſchewiſten	O	O	-	0	1419	1513	416	438
4	den	O	O	-	0	955	989	444	464
5	zur	O	O	-	0	1002	1036	449	467
6	Befreiung	O	O	-	0	1047	1151	443	467
7	anrückenden	O	O	-	0	1164	1287	442	462
8	nationalen	O	O	-	0	1300	1410	441	461
9	Truppen	O	O	-	0	1422	1512	441	463
10	ihre	O	O	-	0	879	920	468	491
11	beſten	O	O	-	0	932	991	469	491
12	Kräfte	O	O	-	0	1005	1072	468	491
13	entgegenwerfen	O	O	-	0	1085	1250	467	490
14	,	O	O	-	0	1085	1250	467	490
15	müſſen	O	O	-	0	1264	1335	466	489
16	ſie	O	O	-	0	1349	1372	466	488
17	langſam	O	O	-	0	1385	1469	465	487
18	zurückweichen	O	O	-	0	1483	1513	469	487
19	.	O	O	-	0	879	999	493	515
0		O	O	-	0	1031	1073	493	511
1	Den	O	O	-	0	1031	1073	493	511
2	nationalen	O	O	-	0	1098	1209	491	511
3	Truppen	O	O	-	0	1233	1324	491	517
4	unter	O	O	-	0	1349	1406	490	509
5	General	O	O	-	0	1431	1513	488	508
6	Aranda	B-PER	O	Q599627	0	879	967	517	536
7	iſt	O	O	-	0	975	1024	517	539
8	es	O	O	-	0	1039	1059	518	535
9	bereits	O	O	-	0	1074	1144	516	535
10	gelungen	O	O	-	0	1161	1259	516	538
11	,	O	O	-	0	1161	1259	516	538
12	einige	O	O	-	0	1265	1337	520	537
13	wichtige	O	O	-	0	1352	1432	513	536
14	Höhen	O	O	-	0	1448	1512	513	536
15	zu	O	O	-	0	879	901	547	563
16	beſetzen	O	O	-	0	917	997	542	564
17	.	O	O	-	0	917	997	542	564
0		O	O	-	0	1024	1063	541	564
1	Auf	O	O	-	0	1024	1063	541	564
2	beiden	O	O	-	0	1078	1142	540	563
3	Seiten	O	O	-	0	1158	1226	539	559
4	treffen	O	O	-	0	1241	1310	539	562
5	immer	O	O	-	0	1324	1392	538	557
6	neue	O	O	-	0	1406	1453	543	557
7	Verſtärkungen	O	O	-	0	1453	1512	538	556
8	ein	O	O	-	0	1003	1039	565	585
9	.	O	O	-	0	1003	1039	565	585
0		O	O	-	0	914	951	590	609
1	Die	O	O	-	0	914	951	590	609
2	Generalinſpektorin	O	O	-	0	964	1159	588	611
3	der	O	O	-	0	1172	1204	588	607
4	nationalſpaniſchen	O	O	-	0	1217	1406	581	609
5	Lazarette	O	O	-	0	1418	1512	586	608
6	dankte	O	O	-	0	879	943	614	633
7	in	O	O	-	0	954	974	614	633
8	einem	O	O	-	0	985	1045	614	633
9	Aufruf	O	O	-	0	1051	1127	614	635
10	den	O	O	-	0	1129	1173	613	632
11	Krankenpflegerinnen	O	O	-	0	1184	1401	610	634
12	in	O	O	-	0	1401	1432	610	629
13	Teruel	B-LOC	O	Q14336	0	1433	1513	609	629
14	und	O	O	-	0	879	916	639	658
15	forderte	O	O	-	0	928	1009	638	661
16	ſie	O	O	-	0	1018	1041	639	661
17	zu	O	O	-	0	1052	1082	643	660
18	weiterem	O	O	-	0	1085	1179	637	656
19	Ausharren	O	O	-	0	1189	1300	636	663
20	auf	O	O	-	0	1311	1349	635	658
21	.	O	O	-	0	1311	1349	635	658
0		O	O	-	0	1361	1401	635	654
1	Der	O	O	-	0	1361	1401	635	654
2	Kommandeur	O	O	-	0	1411	1512	635	653
3	des	O	O	-	0	937	969	663	682
4	I.	O	O	-	0	983	996	663	681
5	Armeekorps	O	O	-	0	1010	1132	662	683
6	brachte	O	O	-	0	1146	1217	661	683
7	in	O	O	-	0	1229	1249	666	679
8	einem	O	O	-	0	1269	1329	660	679
9	Funkſpruch	O	O	-	0	1349	1465	658	682
10	die	O	O	-	0	1482	1512	657	677
11	Hoffnung	O	O	-	0	878	978	687	710
12	zum	O	O	-	0	989	1031	692	709
13	Ausdruck	O	O	-	0	1042	1141	686	707
14	,	O	O	-	0	1042	1141	686	707
15	daß	O	O	-	0	1153	1188	685	707
16	die	O	O	-	0	1200	1228	684	703
17	hohen	O	O	-	0	1240	1298	684	707
18	ſoldatiſchen	O	O	-	0	1309	1425	683	706
19	Tugenden	O	O	-	0	1436	1511	683	704
20	und	O	O	-	0	923	961	711	731
21	der	O	O	-	0	973	1005	712	730
22	heldenhafte	O	O	-	0	1015	1132	710	733
23	Kampf	O	O	-	0	1143	1203	710	731
24	der	O	O	-	0	1205	1254	709	731
25	Beſatzung	O	O	-	0	1266	1365	708	730
26	Teruels	B-LOC	O	Q14336	0	1377	1457	707	726
27	bald	O	O	-	0	1469	1510	706	725
28	zum	O	O	-	0	878	920	742	759
29	entſcheidenden	O	O	-	0	932	1076	734	758
30	Erfolg	O	O	-	0	1088	1155	734	756
31	führen	O	O	-	0	1155	1233	733	756
32	werden	O	O	-	0	1245	1323	733	751
33	.	O	O	-	0	1245	1323	733	751
0		O	O	-	0	877	962	795	818
1	Deutſche	O	O	-	0	877	962	795	818
2	Teilnehmer	O	O	-	0	974	1092	794	817
3	am	O	O	-	0	1103	1133	800	814
4	Sternflug	O	O	-	0	1145	1248	793	815
5	nach	O	O	-	0	1259	1300	793	815
6	Hoggar	B-LOC	O	-	0	1311	1387	793	815
7	unterweas	O	O	-	0	1388	1511	793	813
8	.	O	O	-	0	1388	1511	793	813
0		O	O	-	0	913	978	827	851
1	Paris	B-LOC	O	Q90	0	913	978	827	851
2	,	O	O	-	0	913	978	827	851
3	27.	O	O	-	0	990	1019	828	848
4	Dezember	O	O	-	0	1031	1138	828	850
5	.	O	O	-	0	1031	1138	828	850
0		O	O	-	0	1150	1187	827	848
1	Die	O	O	-	0	1150	1187	827	848
2	deutſchen	O	O	-	0	1198	1288	827	849
3	Flieger	O	O	-	0	1302	1375	826	848
4	Miniſterialdirigent	O	O	-	0	1388	1510	825	848
5	Mühlig⸗Hofmann	B-PER	O	Q2638507	0	977	1215	851	874
6	und	O	O	-	0	1220	1270	856	870
7	ſein	O	O	-	0	1271	1333	850	872
8	Begleiter	O	O	-	0	1345	1439	849	871
9	Oberregierungsrat	O	O	-	0	1453	1511	849	867
10	Dr.	O	O	-	0	1047	1082	876	894
11	Mülberger	B-PER	O	Q215104	0	1100	1270	874	896
12	,	O	O	-	0	1100	1270	874	896
13	ſowie	O	O	-	0	1300	1353	873	895
14	Oberleutnant	O	O	-	0	1371	1509	873	892
15	Goetze	B-PER	O	-	0	878	963	899	921
16	und	O	O	-	0	975	1012	899	918
17	ſein	O	O	-	0	1024	1062	899	921
18	Begleiter	O	O	-	0	1073	1167	898	920
19	Leutnant	O	O	-	0	1178	1283	898	916
20	von	B-PER	O	Q31104946	0	1283	1330	900	916
21	Harnier	I-PER	O	Q31104946	0	1342	1460	896	918
22	,	O	O	-	0	1342	1460	896	918
23	die	O	O	-	0	1467	1510	896	917
24	jeder	O	O	-	0	865	927	922	944
25	an	O	O	-	0	932	963	928	942
26	Bord	O	O	-	0	977	1028	922	941
27	eines	O	O	-	0	1043	1094	921	941
28	Meſſerſchmitt⸗Flugzeuges	O	O	-	0	1108	1370	920	943
29	von	O	O	-	0	1385	1421	923	939
30	240	O	O	-	0	1434	1468	920	937
31	PS	O	O	-	0	1483	1510	918	937
32	an	O	O	-	0	877	901	951	965
33	dem	O	O	-	0	913	954	945	965
34	Sternflug	O	O	-	0	967	1070	945	967
35	nach	O	O	-	0	1083	1125	945	967
36	Hoggar	B-LOC	O	-	0	1137	1213	945	967
37	teilnehmen	O	O	-	0	1226	1343	944	965
38	,	O	O	-	0	1226	1343	944	965
39	der	O	O	-	0	1357	1387	944	962
40	vom	O	O	-	0	1400	1442	946	962
41	Aero⸗Klub	B-ORG	O	-	0	1442	1510	943	961
42	von	I-ORG	O	Q3423539	0	938	975	972	988
43	Frankreich	I-ORG	O	Q3423539	0	988	1095	969	991
44	und	O	O	-	0	1107	1144	969	987
45	vom	O	O	-	0	1158	1199	971	987
46	Aero⸗Klub	B-ORG	O	-	0	1213	1318	967	986
47	von	I-ORG	O	Q2502195	0	1330	1368	970	986
48	Algerien	I-ORG	O	Q2502195	0	1381	1469	966	988
49	organiſiert	O	O	-	0	1482	1509	972	984
50	wird	O	O	-	0	975	1028	992	1014
51	,	O	O	-	0	975	1028	992	1014
52	ſind	O	O	-	0	1040	1079	992	1014
53	am	O	O	-	0	1093	1123	997	1011
54	Montag	O	O	-	0	1136	1217	991	1013
55	gegen	O	O	-	0	1231	1288	996	1017
56	16	O	O	-	0	1300	1323	991	1008
57	Uhr	O	O	-	0	1335	1375	990	1012
58	30	O	O	-	0	1387	1411	990	1008
59	auf	O	O	-	0	1422	1456	990	1011
60	dem	O	O	-	0	1470	1508	989	1008
61	Pariſer	O	O	-	0	875	950	1016	1038
62	Flughafen	O	O	-	0	965	1071	1016	1038
63	Le	B-LOC	O	-	0	1085	1110	1016	1034
64	Bourget	B-PER	O	-	0	1123	1207	1015	1037
65	eingetroffen	O	O	-	0	1207	1350	1014	1036
66	.	O	O	-	0	1207	1350	1014	1036
0		O	O	-	0	912	949	1044	1063
