No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
15	der	O	O	-	0	769	832	3808	3854
16	jetzigen	O	O	-	0	859	1009	3811	3869
17	Zwiſtigkeiten	O	O	-	0	1032	1314	3815	3875
18	willen	O	O	-	0	1341	1467	3823	3868
19	nicht	O	O	-	0	1497	1594	3827	3880
20	klein—müthig	O	O	-	0	1620	1729	3828	3873
21	zu	O	O	-	0	451	495	3866	3909
22	werden	O	O	-	0	525	672	3858	3904
23	brauchen	O	O	-	0	702	892	3861	3916
24	.	O	O	-	0	702	892	3861	3916
0		O	O	-	0	383	487	3907	3964
1	Nach	O	O	-	0	383	487	3907	3964
2	den	O	O	-	0	531	600	3912	3956
3	heißen	O	O	-	0	646	775	3915	3971
4	Kämpfen	O	O	-	0	803	990	3921	3978
5	der	O	O	-	0	1034	1097	3928	3972
6	Gegenwart	O	O	-	0	1124	1361	3931	3987
7	wird	O	O	-	0	1403	1474	3936	3981
8	ſicher	O	O	-	0	1477	1634	3939	3994
9	der	O	O	-	0	1668	1732	3942	3985
10	innere	O	O	-	0	271	399	3957	4002
11	Friede	O	O	-	0	430	560	3963	4016
12	wiederkehren	O	O	-	0	604	883	3970	4030
13	,	O	O	-	0	604	883	3970	4030
14	und	O	O	-	0	928	1004	3984	4026
15	man	O	O	-	0	1049	1140	3996	4029
16	wird	O	O	-	0	1182	1278	3988	4032
17	es	O	O	-	0	1325	1366	3997	4035
18	einſt	O	O	-	0	1404	1493	3993	4048
19	noch	O	O	-	0	1537	1624	3996	4049
20	der	O	O	-	0	1667	1730	3999	4041
21	Regierung	O	O	-	0	273	489	4013	4073
22	danken	O	O	-	0	527	678	4023	4076
23	,	O	O	-	0	527	678	4023	4076
24	daß	O	O	-	0	715	790	4028	4084
25	ſie	O	O	-	0	828	875	4032	4085
26	ſich	O	O	-	0	912	976	4036	4091
27	durch	O	O	-	0	1006	1113	4039	4093
28	die	O	O	-	0	1134	1210	4042	4087
29	Verkennung	O	O	-	0	1238	1488	4045	4105
30	ihrer	O	O	-	0	1522	1622	4050	4104
31	Abſichten	O	O	-	0	1652	1727	4054	4098
32	in	O	O	-	0	428	469	4071	4117
33	der	O	O	-	0	499	562	4077	4122
34	Verfolgung	O	O	-	0	592	831	4080	4143
35	des	O	O	-	0	862	929	4090	4135
36	Ziels	O	O	-	0	956	1067	4093	4149
37	für	O	O	-	0	1097	1158	4096	4146
38	das	O	O	-	0	1186	1260	4101	4144
39	Wohl	O	O	-	0	1281	1401	4102	4159
40	der	O	O	-	0	1431	1495	4107	4149
41	Geſammtheit	O	O	-	0	1514	1728	4107	4160
42	nicht	O	O	-	0	380	475	4128	4183
43	hat	O	O	-	0	517	584	4133	4186
44	irre	O	O	-	0	619	691	4138	4182
45	machen	O	O	-	0	726	876	4146	4198
46	laſſen	O	O	-	0	913	1042	4147	4204
47	.	O	O	-	0	913	1042	4147	4204
0		O	O	-	0	1100	1267	4152	4209
1	Dieſer	O	O	-	0	1100	1267	4152	4209
2	Augenblick	O	O	-	0	1303	1583	4159	4214
3	aber	O	O	-	0	1619	1729	4165	4209
4	wird	O	O	-	0	266	383	4178	4225
5	um	O	O	-	0	427	498	4197	4229
6	ſo	O	O	-	0	540	584	4188	4241
7	früher	O	O	-	0	630	792	4195	4250
8	herankommen	O	O	-	0	835	1191	4201	4255
9	,	O	O	-	0	835	1191	4201	4255
10	je	O	O	-	0	1198	1273	4213	4267
11	feſter	O	O	-	0	1284	1476	4215	4267
12	die	O	O	-	0	1519	1591	4217	4263
13	Anhänger	O	O	-	0	1634	1725	4222	4265
14	der	O	O	-	0	480	556	4243	4286
15	Krone	O	O	-	0	592	746	4246	4295
16	ſich	O	O	-	0	783	865	4255	4312
17	um	O	O	-	0	900	974	4271	4303
18	das	O	O	-	0	1011	1099	4263	4307
19	Banner	O	O	-	0	1129	1323	4266	4313
20	ſchaaren	O	O	-	0	1361	1592	4272	4325
21	,	O	O	-	0	1361	1592	4272	4325
22	das	O	O	-	0	1638	1725	4279	4320
0		O	O	-	0	2206	2295	983	1043
1	Dir	O	O	-	0	2206	2295	983	1043
2	nenr	O	O	-	0	2335	2445	1002	1046
3	Reichstagsſeſſion	O	O	-	0	2479	2948	979	1065
4	.	O	O	-	0	2479	2948	979	1065
0		O	O	-	0	1911	1979	4337	4381
1	Das	O	O	-	0	1911	1979	4337	4381
2	jedenfalls	O	O	-	0	1982	2232	4339	4393
3	können	O	O	-	0	2261	2400	4341	4387
4	wir	O	O	-	0	2430	2501	4344	4388
5	den	O	O	-	0	2529	2572	4347	4389
6	liberalen	O	O	-	0	2575	2801	4347	4393
7	Herren	O	O	-	0	2821	2966	4352	4405
8	vom	O	O	-	0	2996	3068	4366	4401
9	Reichs—	O	O	-	0	3069	3247	4354	4407
0		O	O	-	0	3338	3342	1651	1655
1	JU	O	O	-	0	3338	3342	1651	1655
0		O	O	-	0	1833	1871	2117	2147
1	er	O	O	-	0	1833	1871	2117	2147
2	beweiſt	O	O	-	0	1912	2081	2106	2160
3	,	O	O	-	0	1912	2081	2106	2160
4	wie	O	O	-	0	2129	2201	2110	2153
5	ſehr	O	O	-	0	2244	2321	2112	2166
6	der	O	O	-	0	2363	2426	2115	2159
7	Regierung	O	O	-	0	2463	2681	2118	2177
8	die	O	O	-	0	2722	2785	2121	2167
9	Lage	O	O	-	0	2818	2920	2124	2178
10	der	O	O	-	0	2958	3022	2127	2172
11	arbeitenden	O	O	-	0	3058	3299	2130	2178
0		O	O	-	0	1795	2027	2048	2106
1	haftigkeit	O	O	-	0	1795	2027	2048	2106
2	und	O	O	-	0	2058	2133	2055	2098
3	Fürſorge	O	O	-	0	2157	2341	2055	2112
4	der	O	O	-	0	2369	2431	2060	2104
5	Regierung	O	O	-	0	2452	2671	2061	2121
6	für	O	O	-	0	2697	2758	2067	2116
7	das	O	O	-	0	2788	2865	2068	2112
8	Wohl	O	O	-	0	2884	3006	2069	2125
9	des	O	O	-	0	3034	3104	2074	2118
10	Landes	O	O	-	0	3123	3296	2075	2133
11	;	O	O	-	0	3123	3296	2075	2133
12	Klaſſen	O	O	-	0	1795	1978	2159	2214
13	und	O	O	-	0	2009	2060	2177	2207
14	die	O	O	-	0	2064	2177	2161	2210
15	finanzielle	O	O	-	0	2206	2414	2169	2225
16	Noth	O	O	-	0	2434	2542	2172	2227
17	der	O	O	-	0	2571	2634	2175	2229
18	Communen	O	O	-	0	2653	2889	2177	2224
19	und	O	O	-	0	2921	2998	2183	2225
20	Steuerzahler	O	O	-	0	3021	3297	2183	2243
21	am	O	O	-	0	1832	1894	2229	2260
22	Herzen	O	O	-	0	1913	2057	2219	2284
23	liegt	O	O	-	0	2085	2190	2221	2276
24	.	O	O	-	0	2085	2190	2221	2276
0		O	O	-	0	2240	2504	2222	2282
1	Vornehmlich	O	O	-	0	2240	2504	2222	2282
2	der	O	O	-	0	2526	2588	2230	2274
3	Reichstag	O	O	-	0	2594	2829	2232	2289
4	,	O	O	-	0	2594	2829	2232	2289
5	der	O	O	-	0	2858	2923	2236	2279
6	ſich	O	O	-	0	2951	3016	2237	2293
7	von	O	O	-	0	3037	3115	2247	2285
8	Rechtswegen	O	O	-	0	3138	3294	2242	2297
9	in	O	O	-	0	2002	2043	2288	2318
10	die	O	O	-	0	2086	2146	2276	2319
11	Sorgen	O	O	-	0	2183	2342	2279	2334
12	und	O	O	-	0	2378	2454	2285	2327
13	in	O	O	-	0	2491	2529	2286	2329
14	das	O	O	-	0	2539	2638	2288	2330
15	Jntereſſe	O	O	-	0	2670	2854	2289	2345
16	für	O	O	-	0	2884	2946	2292	2343
17	das	O	O	-	0	2975	3049	2295	2338
18	Wohl	O	O	-	0	3080	3184	2296	2352
19	der	O	O	-	0	3189	3295	2300	2345
20	Bevölkerung	O	O	-	0	1829	2090	2327	2386
21	mit	O	O	-	0	2111	2182	2333	2376
22	der	O	O	-	0	2201	2267	2336	2378
23	Regierung	O	O	-	0	2286	2500	2335	2396
24	theilen	O	O	-	0	2533	2671	2343	2396
25	ſollte	O	O	-	0	2699	2826	2342	2394
26	,	O	O	-	0	2699	2826	2342	2394
27	müßte	O	O	-	0	2846	2975	2348	2401
28	die	O	O	-	0	3005	3064	2350	2394
29	Thatkraft	O	O	-	0	3090	3294	2352	2406
30	und	O	O	-	0	1828	1906	2385	2426
31	den	O	O	-	0	1938	2006	2387	2430
32	Eifer	O	O	-	0	2037	2140	2387	2436
33	der	O	O	-	0	2169	2234	2390	2433
34	Regierung	O	O	-	0	2262	2477	2392	2450
35	dankend	O	O	-	0	2508	2674	2397	2442
36	anerkennen	O	O	-	0	2704	2957	2400	2454
37	,	O	O	-	0	2704	2957	2400	2454
38	welchen	O	O	-	0	2987	3145	2408	2462
39	ſie	O	O	-	0	3177	3222	2412	2463
40	in	O	O	-	0	3252	3292	2412	2457
41	dieſer	O	O	-	0	1826	1939	2438	2492
42	hochwichtigen	O	O	-	0	1969	2254	2442	2500
43	Angelegenheit	O	O	-	0	2284	2577	2447	2514
44	bekundet	O	O	-	0	2604	2795	2455	2501
45	.	O	O	-	0	2604	2795	2455	2501
0		O	O	-	0	1936	2056	2497	2542
1	Statt	O	O	-	0	1936	2056	2497	2542
2	deſſen	O	O	-	0	2084	2202	2500	2553
3	erleben	O	O	-	0	2233	2373	2502	2547
4	wir	O	O	-	0	2410	2482	2514	2550
5	das	O	O	-	0	2518	2593	2509	2552
6	merkwürdige	O	O	-	0	2623	2891	2511	2567
7	Schauſpiel	O	O	-	0	2921	3170	2515	2573
8	,	O	O	-	0	2921	3170	2515	2573
9	daß	O	O	-	0	3214	3290	2524	2578
10	ſchon	O	O	-	0	1826	1928	2550	2603
11	Wochen	O	O	-	0	1958	2121	2552	2607
12	vorher	O	O	-	0	2151	2287	2557	2610
13	gegen	O	O	-	0	2302	2427	2561	2614
14	die	O	O	-	0	2457	2516	2563	2607
15	hierauf	O	O	-	0	2547	2695	2565	2618
16	gerichtete	O	O	-	0	2724	2916	2567	2623
17	Abſicht	O	O	-	0	2947	3096	2572	2628
18	in	O	O	-	0	3125	3165	2578	2620
19	libe—ralen	O	O	-	0	3196	3286	2578	2623
20	Kreiſen	O	O	-	0	1956	2105	2607	2662
21	agitirt	O	O	-	0	2134	2270	2612	2665
22	wurde	O	O	-	0	2300	2425	2619	2660
23	und	O	O	-	0	2454	2529	2620	2662
24	daß	O	O	-	0	2563	2637	2622	2674
25	der	O	O	-	0	2668	2733	2623	2665
26	Regierung	O	O	-	0	2752	2972	2623	2682
27	noch	O	O	-	0	3002	3090	2630	2683
28	jetzt	O	O	-	0	3121	3200	2633	2688
29	ein	O	O	-	0	3230	3289	2634	2679
30	Vorwurf	O	O	-	0	1824	2009	2662	2717
31	aus	O	O	-	0	2036	2114	2673	2711
32	ihrem	O	O	-	0	2143	2260	2666	2721
33	Vorgehen	O	O	-	0	2290	2489	2669	2728
34	gemacht	O	O	-	0	2520	2685	2677	2730
35	wird	O	O	-	0	2714	2825	2678	2722
36	.	O	O	-	0	2714	2825	2678	2722
0		O	O	-	0	1932	1988	2719	2763
1	Es	O	O	-	0	1932	1988	2719	2763
2	läßt	O	O	-	0	2019	2100	2721	2775
3	dies	O	O	-	0	2130	2213	2722	2767
4	einen	O	O	-	0	2243	2348	2725	2770
5	Einblick	O	O	-	0	2377	2537	2728	2774
6	in	O	O	-	0	2566	2606	2731	2776
7	die	O	O	-	0	2636	2695	2732	2776
8	ſonderbare	O	O	-	0	2725	2948	2734	2783
9	Art	O	O	-	0	2970	3042	2739	2784
10	thun	O	O	-	0	3071	3183	2741	2794
11	,	O	O	-	0	3071	3183	2741	2794
12	wie	O	O	-	0	3213	3285	2745	2789
13	von	O	O	-	0	1821	1896	2781	2817
14	gewiſſer	O	O	-	0	1927	2092	2775	2832
15	Seite	O	O	-	0	2120	2234	2778	2823
16	politiſche	O	O	-	0	2262	2445	2781	2844
17	Pflichten	O	O	-	0	2473	2660	2785	2841
18	aufgefaßt	O	O	-	0	2703	2902	2790	2844
19	werden	O	O	-	0	2945	3107	2796	2840
20	.	O	O	-	0	2945	3107	2796	2840
0		O	O	-	0	3178	3285	2799	2844
1	Man	O	O	-	0	3178	3285	2799	2844
2	darf	O	O	-	0	1818	1904	2830	2879
3	wohl	O	O	-	0	1933	2038	2832	2885
4	von	O	O	-	0	2067	2143	2842	2877
5	vornherem	O	O	-	0	2163	2387	2838	2891
6	annehmen	O	O	-	0	2417	2639	2840	2894
7	,	O	O	-	0	2417	2639	2840	2894
8	daß	O	O	-	0	2668	2744	2844	2898
9	es	O	O	-	0	2775	2817	2852	2889
10	der	O	O	-	0	2844	2913	2845	2890
11	Regierung	O	O	-	0	2933	3154	2850	2907
12	nicht	O	O	-	0	3185	3284	2856	2910
13	um	O	O	-	0	1817	1867	2897	2928
14	die	O	O	-	0	1871	1969	2886	2929
15	Befriedigung	O	O	-	0	1999	2275	2887	2946
16	eines	O	O	-	0	2305	2407	2894	2939
17	perſönlichen	O	O	-	0	2437	2683	2898	2952
18	Wunſches	O	O	-	0	2714	2921	2899	2956
19	oder	O	O	-	0	2954	3040	2907	2950
20	Jntereſſes	O	O	-	0	3071	3283	2908	2966
21	zu	O	O	-	0	1818	1863	2953	3004
22	thun	O	O	-	0	1892	1990	2942	2996
23	iſt	O	O	-	0	2018	2082	2943	2996
24	,	O	O	-	0	2018	2082	2943	2996
25	ſondern	O	O	-	0	2113	2270	2943	2996
26	daß	O	O	-	0	2299	2371	2949	3002
27	ſie	O	O	-	0	2402	2447	2950	3003
28	dem	O	O	-	0	2474	2558	2952	2996
29	Lande	O	O	-	0	2586	2715	2955	3000
30	ſchuldig	O	O	-	0	2752	2913	2957	3014
31	zu	O	O	-	0	2950	2995	2974	3017
32	ſein	O	O	-	0	3027	3101	2963	3015
33	glaubt	O	O	-	0	3133	3282	2967	3019
34	,	O	O	-	0	3133	3282	2967	3019
35	ihm	O	O	-	0	1816	1897	2995	3049
36	die	O	O	-	0	1932	1993	2996	3042
37	Wohlthaten	O	O	-	0	2023	2280	2999	3054
38	der	O	O	-	0	2316	2379	3006	3049
39	von	O	O	-	0	2415	2490	3015	3051
40	ihr	O	O	-	0	2520	2580	3007	3063
41	geplanten	O	O	-	0	2624	2829	3011	3066
42	Reformen	O	O	-	0	2858	3065	3013	3066
43	ſo	O	O	-	0	3109	3147	3021	3073
44	bald	O	O	-	0	3193	3281	3022	3068
45	wie	O	O	-	0	1816	1889	3051	3095
46	möglich	O	O	-	0	1917	2075	3055	3110
47	zu	O	O	-	0	2107	2151	3069	3112
48	Theil	O	O	-	0	2172	2284	3057	3113
49	werden	O	O	-	0	2312	2456	3064	3106
50	zu	O	O	-	0	2485	2528	3077	3119
51	laſſen	O	O	-	0	2551	2680	3064	3121
52	.	O	O	-	0	2551	2680	3064	3121
0		O	O	-	0	2728	2806	3064	3112
1	Sie	O	O	-	0	2728	2806	3064	3112
2	hat	O	O	-	0	2835	2904	3069	3124
3	mit	O	O	-	0	2923	2994	3072	3116
4	Anſpannung	O	O	-	0	3015	3280	3074	3133
5	aller	O	O	-	0	1817	1909	3108	3151
6	Kräfte	O	O	-	0	1936	2069	3109	3161
7	an	O	O	-	0	2107	2158	3125	3155
8	der	O	O	-	0	2186	2250	3114	3157
9	Fertigſtellung	O	O	-	0	2280	2563	3115	3175
10	der	O	O	-	0	2599	2666	3125	3166
11	Vorlagen	O	O	-	0	2695	2896	3123	3181
12	gearbeitet	O	O	-	0	2924	3158	3130	3189
13	.	O	O	-	0	2924	3158	3130	3189
0		O	O	-	0	3215	3279	3135	3180
1	Ob	O	O	-	0	3215	3279	3135	3180
2	ein	O	O	-	0	1816	1876	3163	3207
3	Jahr	O	O	-	0	1904	2013	3165	3220
4	ſpäter	O	O	-	0	2048	2172	3168	3221
5	oder	O	O	-	0	2208	2294	3171	3214
6	früher	O	O	-	0	2328	2450	3172	3227
7	die	O	O	-	0	2486	2546	3174	3218
8	Arbeitergeſetze	O	O	-	0	2584	2884	3177	3237
9	in	O	O	-	0	2920	2962	3196	3227
10	Kraft	O	O	-	0	2996	3108	3185	3237
11	treten	O	O	-	0	3145	3280	3193	3240
12	,	O	O	-	0	3145	3280	3193	3240
13	macht	O	O	-	0	1814	1935	3219	3274
14	ſehr	O	O	-	0	1962	2042	3221	3285
15	viel	O	O	-	0	2070	2146	3223	3267
16	aus	O	O	-	0	2185	2279	3232	3276
17	,	O	O	-	0	2185	2279	3232	3276
18	und	O	O	-	0	2321	2396	3231	3273
19	was	O	O	-	0	2440	2502	3238	3274
20	die	O	O	-	0	2506	2603	3233	3276
21	endliche	O	O	-	0	2608	2822	3234	3289
22	Verwirklichung	O	O	-	0	2851	3171	3236	3306
23	der	O	O	-	0	3214	3279	3247	3290
24	Steuerreſorm	O	O	-	0	1814	2100	3275	3326
25	anbetrifft	O	O	-	0	2130	2336	3281	3335
26	,	O	O	-	0	2130	2336	3281	3335
27	ſo	O	O	-	0	2365	2401	3285	3336
28	iſt	O	O	-	0	2422	2464	3286	3338
29	dieſelbe	O	O	-	0	2492	2649	3286	3339
30	durch	O	O	-	0	2668	2777	3291	3345
31	die	O	O	-	0	2797	2856	3292	3337
32	theilweis	O	O	-	0	2875	3069	3293	3348
33	unfrucht—bare	O	O	-	0	3089	3277	3302	3356
34	Kritik	O	O	-	0	1937	2054	3332	3379
35	ſeitens	O	O	-	0	2082	2217	3334	3387
36	des	O	O	-	0	2247	2313	3338	3381
37	Reichstags	O	O	-	0	2344	2575	3338	3397
38	ſchon	O	O	-	0	2605	2711	3345	3398
39	viel	O	O	-	0	2740	2816	3347	3391
40	zu	O	O	-	0	2844	2890	3361	3404
41	lange	O	O	-	0	2920	3034	3350	3408
42	hinausge—ſchoben	O	O	-	0	3066	3274	3354	3412
43	worden	O	O	-	0	1990	2165	3391	3442
44	,	O	O	-	0	1990	2165	3391	3442
45	als	O	O	-	0	2201	2264	3392	3437
46	daß	O	O	-	0	2292	2366	3394	3447
47	man	O	O	-	0	2398	2487	3409	3441
48	diejenigen	O	O	-	0	2516	2750	3399	3456
49	,	O	O	-	0	2516	2750	3399	3456
50	welche	O	O	-	0	2794	2924	3403	3458
51	ihre	O	O	-	0	2967	3046	3406	3462
52	Hoffnung	O	O	-	0	3074	3275	3410	3467
53	auf	O	O	-	0	1816	1884	3443	3495
54	dieſe	O	O	-	0	1911	2004	3444	3496
55	Reform	O	O	-	0	2034	2189	3445	3497
56	ſetzen	O	O	-	0	2218	2338	3449	3506
57	,	O	O	-	0	2218	2338	3449	3506
58	wieder	O	O	-	0	2367	2504	3451	3497
59	bis	O	O	-	0	2532	2596	3454	3499
60	auf	O	O	-	0	2627	2694	3456	3508
61	Weiteres	O	O	-	0	2714	2904	3457	3504
62	vertröſten	O	O	-	0	2932	3135	3466	3518
63	kann	O	O	-	0	3163	3273	3467	3512
64	.	O	O	-	0	3163	3273	3467	3512
0		O	O	-	0	1923	1999	3500	3544
1	Die	O	O	-	0	1923	1999	3500	3544
2	gleiche	O	O	-	0	2029	2160	3501	3557
3	Pflicht	O	O	-	0	2180	2333	3503	3557
4	,	O	O	-	0	2180	2333	3503	3557
5	an	O	O	-	0	2363	2410	3521	3551
6	den	O	O	-	0	2442	2512	3510	3553
7	großen	O	O	-	0	2543	2688	3512	3566
8	geſetzgeberiſchen	O	O	-	0	2718	3049	3515	3573
9	Aufgaben	O	O	-	0	3070	3274	3521	3577
10	ohne	O	O	-	0	1814	1909	3554	3608
11	Rückſicht	O	O	-	0	1946	2123	3556	3612
12	auf	O	O	-	0	2153	2220	3561	3609
13	eigene	O	O	-	0	2261	2384	3561	3614
14	Unbequemlichkeit	O	O	-	0	2412	2770	3565	3622
15	mitzuwirken	O	O	-	0	2812	3083	3570	3628
16	,	O	O	-	0	2812	3083	3570	3628
17	hat	O	O	-	0	3103	3185	3577	3640
18	die	O	O	-	0	3213	3272	3579	3623
19	Volksvertretung	O	O	-	0	1812	2165	3610	3668
20	,	O	O	-	0	1812	2165	3610	3668
21	möge	O	O	-	0	2193	2302	3618	3672
22	ſie	O	O	-	0	2331	2391	3617	3669
23	,	O	O	-	0	2331	2391	3617	3669
24	welche	O	O	-	0	2419	2550	3621	3674
25	Stellung	O	O	-	0	2579	2767	3623	3680
26	auch	O	O	-	0	2799	2892	3627	3682
27	immer	O	O	-	0	2918	3063	3627	3684
28	,	O	O	-	0	2918	3063	3627	3684
29	in	O	O	-	0	3100	3140	3646	3676
30	ihrer	O	O	-	0	3170	3270	3634	3688
31	Mehrheit	O	O	-	0	1811	2004	3665	3721
32	zu	O	O	-	0	2032	2077	3682	3725
33	den	O	O	-	0	2107	2176	3670	3713
34	Projekten	O	O	-	0	2205	2403	3671	3726
35	einnehmen	O	O	-	0	2434	2666	3675	3729
36	.	O	O	-	0	2434	2666	3675	3729
0		O	O	-	0	1918	2010	3723	3767
1	Nun	O	O	-	0	1918	2010	3723	3767
2	wird	O	O	-	0	2039	2150	3724	3772
3	,	O	O	-	0	2039	2150	3724	3772
4	weil	O	O	-	0	2179	2266	3726	3771
5	eine	O	O	-	0	2295	2373	3729	3772
6	förmliche	O	O	-	0	2402	2587	3730	3788
7	Weigerung	O	O	-	0	2618	2851	3734	3794
8	nicht	O	O	-	0	2888	2985	3738	3795
9	möglich	O	O	-	0	3022	3180	3744	3799
10	iſt	O	O	-	0	3211	3267	3747	3801
11	,	O	O	-	0	3211	3267	3747	3801
12	von	O	O	-	0	1808	1884	3787	3822
13	liberaler	O	O	-	0	1914	2087	3778	3824
14	Seite	O	O	-	0	2115	2229	3780	3826
15	vorgeſchlagen	O	O	-	0	2257	2552	3786	3843
16	,	O	O	-	0	2257	2552	3786	3843
17	das	O	O	-	0	2588	2663	3791	3835
18	Tabakmonopol	O	O	-	0	2692	2996	3792	3850
19	ſofort	O	O	-	0	3000	3175	3798	3850
20	bei	O	O	-	0	3210	3268	3803	3847
21	Abſtimmung	O	O	-	0	1808	2069	3833	3891
22	über	O	O	-	0	2098	2188	3837	3880
23	den	O	O	-	0	2216	2286	3839	3883
24	entſcheidenden	O	O	-	0	2317	2608	3842	3896
25	Paragraphen	O	O	-	0	2636	2921	3847	3904
26	zurückzuweiſen	O	O	-	0	2952	3268	3855	3910
27	,	O	O	-	0	2952	3268	3855	3910
28	ohne	O	O	-	0	1809	1902	3889	3943
29	ſich	O	O	-	0	1930	1994	3890	3945
30	auf	O	O	-	0	2022	2089	3892	3941
31	eine	O	O	-	0	2109	2187	3891	3935
32	eingehende	O	O	-	0	2192	2439	3893	3950
33	Berathung	O	O	-	0	2458	2687	3899	3956
34	und	O	O	-	0	2718	2794	3906	3948
35	ſachgemäße	O	O	-	0	2825	3062	3907	3962
36	Prüfung	O	O	-	0	3078	3265	3910	3968
37	dieſer	O	O	-	0	1807	1918	3944	3999
38	Materie	O	O	-	0	1948	2115	3946	3991
39	im	O	O	-	0	2153	2205	3949	3993
40	Einzelnen	O	O	-	0	2236	2437	3950	4007
41	einzulaſſen	O	O	-	0	2472	2707	3957	4012
42	.	O	O	-	0	2472	2707	3957	4012
0		O	O	-	0	2782	2881	3961	4014
1	Auch	O	O	-	0	2782	2881	3961	4014
2	dies	O	O	-	0	2925	3010	3963	4009
3	würde	O	O	-	0	3053	3183	3968	4012
4	in	O	O	-	0	3226	3265	3971	4013
5	keinem	O	O	-	0	1805	1941	4001	4045
6	Falle	O	O	-	0	1970	2077	4004	4058
7	den	O	O	-	0	2106	2176	4004	4047
8	Pflichten	O	O	-	0	2207	2390	4006	4061
9	des	O	O	-	0	2419	2486	4012	4054
10	Reichstags	B-ORG	O	-	0	2516	2746	4012	4069
11	wie	O	O	-	0	2786	2856	4017	4060
12	der	O	O	-	0	2886	2951	4021	4062
13	Rückſicht	O	O	-	0	2979	3159	4021	4076
14	au	O	O	-	0	3199	3262	4026	4073
15	das	O	O	-	0	1806	1878	4059	4100
16	Land	O	O	-	0	1907	1987	4058	4103
17	entſprechen	O	O	-	0	1990	2280	4059	4115
18	.	O	O	-	0	1990	2280	4059	4115
0		O	O	-	0	1914	1986	4114	4168
1	Jm	O	O	-	0	1914	1986	4114	4168
2	Volke	O	O	-	0	2016	2132	4114	4161
3	will	O	O	-	0	2161	2241	4117	4162
4	man	O	O	-	0	2278	2369	4131	4163
5	nicht	O	O	-	0	2397	2494	4121	4175
6	über	O	O	-	0	2529	2621	4125	4167
7	Social⸗	O	O	-	0	2651	2809	4125	4171
8	und	O	O	-	0	2854	2931	4131	4173
9	Steuerreform	O	O	-	0	2963	3252	4132	4187
10	,	O	O	-	0	2963	3252	4132	4187
11	über	O	O	-	0	1806	1896	4168	4212
12	Unfallgeſetz	O	O	-	0	1925	2160	4170	4228
13	und	O	O	-	0	2190	2266	4174	4217
14	Tabakmonopol	O	O	-	0	2297	2612	4174	4230
15	mit	O	O	-	0	2643	2714	4180	4225
16	Schlagworten	O	O	-	0	2733	3031	4182	4240
17	„	O	O	-	0	3062	3251	4191	4242
18	belehrt	O	O	-	0	3062	3251	4191	4242
19	“	O	O	-	0	3062	3251	4191	4242
20	werden	O	O	-	0	1802	1961	4225	4275
21	,	O	O	-	0	1802	1961	4225	4275
22	ſondern	O	O	-	0	1992	2148	4227	4278
23	man	O	O	-	0	2176	2268	4242	4274
24	will	O	O	-	0	2295	2376	4229	4275
25	einen	O	O	-	0	2404	2509	4233	4277
26	klaren	O	O	-	0	2537	2661	4233	4280
27	Einblick	O	O	-	0	2690	2853	4237	4283
28	in	O	O	-	0	2865	2923	4239	4284
29	die	O	O	-	0	2953	3013	4243	4288
30	Sache	O	O	-	0	3043	3159	4246	4296
31	ge⸗winnen	O	O	-	0	3189	3248	4257	4297
32	und	O	O	-	0	1984	2035	4295	4326
33	läßt	O	O	-	0	2037	2174	4283	4337
34	ſich	O	O	-	0	2201	2265	4284	4339
35	nicht	O	O	-	0	2295	2391	4286	4339
36	abſpeiſen	O	O	-	0	2418	2602	4288	4343
37	mit	O	O	-	0	2632	2701	4292	4335
38	leeren	O	O	-	0	2732	2850	4292	4338
39	Proteſten	O	O	-	0	2881	3090	4297	4352
40	.	O	O	-	0	2881	3090	4297	4352
0		O	O	-	0	1803	1927	1159	1210
1	dem	O	O	-	0	1803	1927	1159	1210
2	Wege	O	O	-	0	1958	2055	1161	1219
3	der	O	O	-	0	2061	2150	1167	1208
4	poſitiven	O	O	-	0	2152	2381	1167	1220
5	Förderung	O	O	-	0	2413	2635	1172	1231
6	des	O	O	-	0	2666	2734	1179	1221
7	Wohls	O	O	-	0	2764	2910	1178	1233
8	der	O	O	-	0	2927	3005	1183	1225
9	Arbeiter	O	O	-	0	3035	3208	1183	1231
10	,	O	O	-	0	3035	3208	1183	1231
11	ſo—dann	O	O	-	0	3217	3313	1190	1240
12	die	O	O	-	0	1923	2035	1218	1261
13	Abſchaffung	O	O	-	0	2040	2318	1218	1278
14	drückender	O	O	-	0	2350	2562	1226	1278
15	direkter	O	O	-	0	2590	2747	1232	1277
16	Landesſteuern	O	O	-	0	2770	3072	1234	1288
17	und	O	O	-	0	3111	3189	1244	1287
18	Entlaſtung	O	O	-	0	3220	3312	1245	1288
19	der	O	O	-	0	2038	2101	1276	1318
20	Gemeinden	O	O	-	0	2138	2372	1277	1324
21	von	O	O	-	0	2410	2484	1292	1328
22	Armen⸗	O	O	-	0	2516	2675	1286	1330
23	und	O	O	-	0	2714	2792	1291	1338
24	Schullaſten	O	O	-	0	2823	3082	1292	1347
25	,	O	O	-	0	2823	3082	1292	1347
26	von	O	O	-	0	3127	3203	1308	1342
27	Zuſchlägen	O	O	-	0	3232	3310	1301	1354
28	zu	O	O	-	0	2038	2083	1343	1385
29	Grund⸗	O	O	-	0	2105	2259	1332	1377
30	und	O	O	-	0	2292	2366	1338	1380
